gestfips,h_year,hearnval,hfdval,hfoodsp,hlorent,hmcaid,hpawval,hpaw_yn,hpublic,hssival,h_seq,gtmetsta,ffpos,f_mv_fs,povll,pehspnon,prdtrace,prcitshp,pemlr,a_age,a_maritl,a_hga,marsupwt,dis_hp,hea,mcaid,paw_val,paw_yn,pearnval,pov_univ,pppos,spm_id,ssi_val,ssi_yn,wkswork,racecat
California,2023,201000,0,2,0,3,0,2,0,0,83719,1,1,0,14,2,4,1,0,13,7,0,2550.04,0,1,2,0,0,0,1,45,83719001,0,0,0,3
California,2023,201000,0,2,0,3,0,2,0,0,83719,1,1,0,14,1,4,4,1,61,1,43,2925.47,2,1,2,0,2,100000,1,41,83719001,0,2,52,4
California,2023,201000,0,2,0,3,0,2,0,0,83719,1,1,0,14,2,4,1,1,25,7,40,2570.95,2,1,2,0,2,55000,1,43,83719001,0,2,52,3
California,2023,0,3000,1,0,1,0,2,1,0,83720,1,1,3000,4,1,2,1,0,11,7,0,6823.95,0,3,1,0,0,0,1,42,83720001,0,0,0,4
California,2023,108000,0,2,0,3,0,2,0,0,83721,1,1,0,10,2,1,1,1,42,1,39,2626.92,2,1,2,0,2,52000,1,42,83721001,0,2,52,1
California,2023,108000,0,2,0,3,0,2,0,0,83721,1,1,0,10,1,1,1,0,6,7,0,2510.99,0,2,2,0,0,0,1,45,83721001,0,0,0,4
California,2023,108000,0,2,0,3,0,2,0,0,83721,1,1,0,10,1,1,1,0,14,7,0,2445.48,0,1,2,0,0,0,1,44,83721001,0,0,0,4
California,2023,108000,0,2,0,3,0,2,0,0,83721,1,1,0,10,1,1,1,1,44,1,40,2626.92,2,2,2,0,2,56000,1,41,83721001,0,2,52,4
California,2023,0,0,2,0,3,0,2,0,0,83722,1,1,0,14,1,1,1,5,67,7,40,1859.05,2,2,2,0,2,0,1,42,83722001,0,2,0,4
California,2023,113000,0,2,0,2,0,2,0,0,83723,1,1,0,10,2,4,4,1,52,1,43,2382.81,2,2,2,0,2,0,1,42,83723001,0,2,0,3
California,2023,113000,0,2,0,2,0,2,0,0,83723,1,1,0,10,1,4,5,7,27,7,41,3246.03,2,1,1,0,2,0,1,43,83723001,0,2,0,4
California,2023,113000,0,2,0,2,0,2,0,0,83723,1,2,0,10,2,4,1,0,1,7,0,3674.19,0,1,1,0,0,0,1,45,83723001,0,0,0,3
California,2023,260000,0,2,0,3,0,2,0,0,83725,1,1,0,14,1,1,4,1,53,1,46,1960.64,2,2,2,0,2,80000,1,42,83725001,0,2,40,4
California,2023,120000,0,2,0,3,0,2,0,0,83726,1,1,0,12,1,19,1,0,9,7,0,3888.39,0,2,2,0,0,0,1,43,83726001,0,0,0,4
California,2023,120000,0,2,0,3,0,2,0,0,83726,1,1,0,12,1,13,5,1,37,1,39,2628.9,2,3,2,0,2,58000,1,42,83726001,0,2,52,4
California,2023,120000,0,2,0,3,0,2,0,0,83726,1,1,0,12,1,19,1,0,7,7,0,5042.81,0,2,2,0,0,0,1,44,83726001,0,0,0,4
California,2023,0,0,2,0,3,0,2,0,0,83733,1,1,0,9,2,1,1,5,72,5,40,2033.62,2,4,2,0,2,0,1,41,83733001,0,2,0,1
California,2023,45000,0,2,2,1,0,2,2,0,83734,1,1,0,6,2,1,1,0,6,7,0,2374.59,0,4,1,0,0,0,1,44,83734001,0,0,0,1
California,2023,45000,0,2,2,1,0,2,2,0,83734,1,1,0,6,1,1,1,1,35,1,40,2655.55,2,4,1,0,2,45000,1,41,83734001,0,2,52,4
California,2023,45000,0,2,2,1,0,2,2,0,83734,1,1,0,6,2,1,1,7,36,1,39,2655.55,2,4,1,0,2,0,1,42,83734001,0,2,0,1
California,2023,11000,0,2,0,3,0,2,0,0,83736,1,1,0,13,1,1,1,1,67,1,39,2190.75,2,3,2,0,2,11000,1,42,83736001,0,2,45,4
California,2023,86000,0,2,0,3,0,2,0,0,83737,1,1,0,9,1,1,1,7,17,7,37,2350.25,2,3,2,0,2,0,1,44,83737001,0,2,0,4
California,2023,86000,0,2,0,3,0,2,0,0,83737,1,1,0,9,1,1,5,1,44,1,33,2356.42,2,1,2,0,2,30000,1,41,83737001,0,2,52,4
California,2023,86000,0,2,0,3,0,2,0,0,83737,1,1,0,9,1,1,1,1,20,7,39,2513.39,2,1,2,0,2,30000,1,43,83737001,0,2,52,4
California,2023,0,0,2,2,3,0,2,2,0,83740,1,1,0,1,2,5,4,1,46,7,42,2375.75,2,3,2,0,2,0,1,41,83740001,0,2,0,5
California,2023,96000,0,2,0,3,0,2,0,0,83742,1,1,0,8,2,4,1,0,9,7,0,2089.53,0,1,2,0,0,0,1,45,83742001,0,0,0,3
California,2023,96000,0,2,0,3,0,2,0,0,83742,1,1,0,8,2,4,4,1,40,1,39,2457.53,2,1,2,0,2,64000,1,42,83742001,0,2,52,3
California,2023,96000,0,2,0,3,0,2,0,0,83742,1,1,0,8,2,4,1,0,7,7,0,2204.65,0,1,2,0,0,0,1,46,83742001,0,0,0,3
California,2023,96000,0,2,0,3,0,2,0,0,83742,1,1,0,8,2,4,4,1,34,1,39,2457.53,2,1,2,0,2,32000,1,41,83742001,0,2,52,3
California,2023,96000,0,2,0,3,0,2,0,0,83742,1,1,0,8,2,4,1,0,12,7,0,2731.48,0,1,2,0,0,0,1,43,83742001,0,0,0,3
California,2023,0,0,2,0,3,0,2,0,0,83746,1,1,0,8,2,3,1,5,85,1,39,2444.5,2,3,2,0,2,0,1,42,83746001,0,2,0,5
California,2023,97000,0,2,0,2,0,2,0,0,83748,1,1,0,12,2,5,2,5,71,1,40,2649.36,2,3,2,0,2,0,1,42,83748001,0,2,0,5
California,2023,97000,0,2,0,2,0,2,0,0,83748,1,1,0,12,2,5,1,1,30,7,42,3623.65,2,2,2,0,2,27000,1,43,83748001,0,2,52,5
California,2023,97000,0,2,0,2,0,2,0,0,83748,1,1,0,12,2,5,2,5,62,1,44,2649.36,2,3,2,0,2,0,1,41,83748001,0,2,0,5
California,2023,92000,0,2,2,3,0,2,2,0,83750,1,1,0,13,2,1,1,1,42,5,43,2758.8,2,2,2,0,2,92000,1,41,83750001,0,2,52,1
California,2023,225002,0,2,0,3,0,2,0,0,83751,1,1,0,14,2,1,1,0,2,7,0,3080.75,0,1,2,0,0,0,1,43,83751001,0,0,0,1
California,2023,225002,0,2,0,3,0,2,0,0,83751,1,1,0,14,2,1,1,1,29,1,43,3512.15,1,3,2,0,2,130000,1,42,83751001,0,2,52,1
California,2023,293000,0,2,0,3,0,2,0,0,83754,1,1,0,14,2,1,1,1,45,1,44,3018.05,2,3,2,0,2,115000,1,41,83754001,0,2,52,1
California,2023,293000,0,2,0,3,0,2,0,0,83754,1,1,0,14,2,1,1,0,9,7,0,2990.31,0,1,2,0,0,0,1,43,83754001,0,0,0,1
California,2023,293000,0,2,0,3,0,2,0,0,83754,1,1,0,14,2,1,1,0,7,7,0,2993.88,0,1,2,0,0,0,1,44,83754001,0,0,0,1
California,2023,25000,0,2,0,3,0,2,0,0,83755,1,1,0,14,2,2,1,5,71,1,41,3435.56,2,2,2,0,2,25000,1,41,83755001,0,2,20,2
California,2023,130000,4200,1,2,2,0,2,2,0,83756,1,2,0,14,2,4,1,0,14,7,0,3105.08,0,4,1,0,0,0,1,43,83756001,0,0,0,3
California,2023,310000,0,2,0,3,0,2,0,0,83757,1,1,0,14,2,1,1,1,45,7,43,2734.24,2,2,2,0,2,150000,1,41,83757001,0,2,52,1
California,2023,45600,0,2,2,3,0,2,2,0,83758,1,1,0,8,2,1,1,1,43,5,42,3023.22,2,3,2,0,2,45600,1,41,83758001,0,2,52,1
California,2023,165000,0,2,0,3,0,2,0,0,83759,1,1,0,14,2,1,1,1,54,1,43,2829.34,2,2,2,0,2,125000,1,42,83759001,0,2,52,1
California,2023,165000,0,2,0,3,0,2,0,0,83759,1,1,0,14,2,1,1,7,16,7,36,3170.81,2,1,2,0,2,4500,1,43,83759001,0,2,26,1
California,2023,165000,0,2,0,3,0,2,0,0,83759,1,1,0,14,2,1,1,1,50,1,43,2829.34,1,2,2,0,2,35500,1,41,83759001,0,2,46,1
California,2023,46000,900,1,0,1,0,2,1,0,83760,1,1,900,6,2,4,5,7,32,1,39,3066.52,2,1,1,0,2,0,1,42,83760001,0,2,0,3
California,2023,46000,900,1,0,1,0,2,1,0,83760,1,1,900,6,2,4,4,1,34,1,40,3066.52,2,1,1,0,2,46000,1,41,83760001,0,2,52,3
California,2023,46000,900,1,0,1,0,2,1,0,83760,1,1,900,6,2,4,1,0,10,7,0,2470.78,0,1,1,0,0,0,1,43,83760001,0,0,0,3
California,2023,0,0,2,0,2,0,2,1,0,83761,1,1,0,4,2,4,4,5,72,6,39,2376.09,2,5,2,0,2,0,1,41,83761001,0,2,0,3
California,2023,28080,0,2,1,1,0,2,2,0,83762,1,1,0,4,2,4,4,7,52,1,39,3125.19,2,3,1,0,2,0,1,42,83762001,0,2,0,3
California,2023,28080,0,2,1,1,0,2,2,0,83762,1,1,0,4,2,4,1,0,14,7,0,3032.96,0,1,1,0,0,0,1,43,83762001,0,0,0,3
California,2023,0,0,2,0,3,0,2,0,0,83766,1,1,0,14,2,4,4,5,66,1,43,2965.18,2,4,2,0,2,0,1,41,83766001,0,2,0,3
California,2023,35000,2400,1,2,1,0,2,2,0,83770,1,1,2400,7,2,2,1,0,9,7,0,3878.73,0,2,1,0,0,0,1,42,83770001,0,0,0,2
California,2023,215000,0,2,0,3,0,2,0,0,83772,1,1,0,14,2,7,1,1,58,1,44,1898.33,2,3,2,0,2,75000,1,42,83772001,0,2,52,5
California,2023,200000,0,2,0,3,0,2,0,0,83773,1,1,0,13,2,4,4,1,51,1,43,1728.17,2,2,2,0,2,60000,1,42,83773001,0,2,52,3
California,2023,200000,0,2,0,3,0,2,0,0,83773,1,1,0,13,2,4,1,7,15,7,36,1808.93,2,2,2,0,2,0,1,45,83773001,0,2,0,3
California,2023,200000,0,2,0,3,0,2,0,0,83773,1,1,0,13,2,4,5,5,72,7,40,2297.73,2,2,2,0,2,0,1,46,83773001,0,2,0,3
California,2023,200000,0,2,0,3,0,2,0,0,83773,1,1,0,13,2,4,1,7,17,7,37,2146.99,2,2,2,0,2,0,1,44,83773001,0,2,0,3
California,2023,200000,0,2,0,3,0,2,0,0,83773,1,1,0,13,2,4,4,7,18,7,39,2124.19,2,2,2,0,2,0,1,43,83773001,0,2,0,3
California,2023,61000,0,2,2,1,6000,1,2,0,83774,1,1,0,8,2,4,1,0,2,7,0,2944.3,0,3,1,0,0,0,1,42,83774001,0,0,0,3
California,2023,166000,0,2,0,3,0,2,0,0,83775,1,1,0,14,2,1,1,0,1,7,0,2273.29,0,1,2,0,0,0,1,43,83775001,0,0,0,1
California,2023,166000,0,2,0,3,0,2,0,0,83775,1,1,0,14,2,1,1,1,36,1,43,2369.46,2,3,2,0,2,120000,1,41,83775001,0,2,52,1
California,2023,135000,0,2,2,3,0,2,2,0,83776,1,1,0,14,2,6,1,0,9,7,0,2492.98,0,1,2,0,0,0,1,42,83776001,0,0,0,5
California,2023,57000,0,2,2,3,0,2,2,0,83777,1,1,0,5,1,1,5,1,32,6,39,1947.73,2,3,2,0,2,25000,1,41,83777001,0,2,52,4
California,2023,108240,0,2,0,1,0,2,0,0,83779,1,1,0,10,2,12,1,7,16,7,36,2689.2,2,4,1,0,2,0,1,43,83779001,0,2,0,5
California,2023,108240,0,2,0,1,0,2,0,0,83779,1,1,0,10,2,12,1,0,11,7,0,2532.93,0,3,1,0,0,0,1,44,83779001,0,0,0,5
California,2023,108240,0,2,0,1,0,2,0,0,83779,1,1,0,10,2,12,3,1,40,1,41,2480.13,2,4,1,0,2,58240,1,42,83779001,0,2,52,5
California,2023,108240,0,2,0,1,0,2,0,0,83779,1,1,0,10,2,12,1,0,7,7,0,2723.46,0,3,1,0,0,0,1,45,83779001,0,0,0,5
California,2023,54000,0,2,0,1,0,2,0,0,83781,1,1,0,7,2,1,1,7,17,7,37,2416.72,2,1,1,0,2,0,1,43,83781001,0,2,0,1
California,2023,54000,0,2,0,1,0,2,0,0,83781,1,1,0,7,2,1,4,1,52,1,43,1861.07,2,1,1,0,2,54000,1,42,83781001,0,2,52,1
California,2023,54000,0,2,0,1,0,2,0,0,83781,1,1,0,7,2,1,1,7,15,5,34,2255.3,2,1,1,0,2,0,1,44,83781001,0,2,0,1
California,2023,140000,0,2,0,3,0,2,0,0,83782,1,1,0,11,2,1,1,4,41,1,39,2497.77,2,2,2,0,2,40000,1,42,83782001,0,2,52,1
California,2023,140000,0,2,0,3,0,2,0,0,83782,1,1,0,11,2,1,1,7,17,7,37,2731.8,2,1,2,0,2,0,1,44,83782001,0,2,0,1
California,2023,140000,0,2,0,3,0,2,0,0,83782,1,1,0,11,2,1,1,1,45,1,43,2497.77,2,2,2,0,2,100000,1,41,83782001,0,2,52,1
California,2023,140000,0,2,0,3,0,2,0,0,83782,1,1,0,11,2,1,1,1,22,7,39,3128.1,1,3,2,0,2,0,1,43,83782001,0,2,0,1
California,2023,9800,0,2,0,2,0,2,0,0,83783,1,1,0,1,2,4,1,1,47,7,39,3771.44,1,3,1,0,2,9800,1,43,83783001,0,2,40,3
California,2023,9800,0,2,0,2,0,2,0,0,83783,1,1,0,1,2,4,1,5,85,1,41,2209.58,2,2,2,0,2,0,1,41,83783001,0,2,0,3
California,2023,158000,0,2,0,3,0,2,0,0,83784,1,1,0,14,2,4,3,7,50,1,44,1874.02,2,3,2,0,2,0,1,41,83784001,0,2,0,3
California,2023,158000,0,2,0,3,0,2,0,0,83784,1,1,0,14,2,4,1,0,1,7,0,2579.36,0,1,2,0,0,0,1,43,83784001,0,0,0,3
California,2023,243000,0,2,2,3,0,2,2,0,83785,1,1,0,14,2,4,5,1,40,1,42,2115.52,2,3,2,0,2,132000,1,41,83785001,0,2,52,3
California,2023,243000,0,2,2,3,0,2,2,0,83785,1,1,0,14,2,4,1,0,3,7,0,2088.13,0,3,2,0,0,0,1,44,83785001,0,0,0,3
California,2023,243000,0,2,2,3,0,2,2,0,83785,1,1,0,14,2,4,5,7,18,7,39,2089.94,2,3,2,0,2,0,1,43,83785001,0,2,0,3
California,2023,60600,0,2,0,2,0,2,0,10800,83786,1,1,0,9,2,4,4,1,48,1,40,1996.94,2,3,2,0,2,45000,1,41,83786001,0,2,52,3
California,2023,60600,0,2,0,2,0,2,0,10800,83786,1,1,0,9,2,4,5,1,54,1,42,1996.94,2,3,2,0,2,15600,1,42,83786001,0,2,16,3
California,2023,60600,0,2,0,2,0,2,0,10800,83786,1,1,0,9,2,4,1,1,22,7,40,2205.83,2,3,2,0,2,0,1,43,83786001,0,2,0,3
California,2023,60600,0,2,0,2,0,2,0,10800,83786,1,1,0,9,2,4,1,1,19,7,40,1997.29,2,3,2,0,2,0,1,45,83786001,0,2,0,3
California,2023,100000,0,2,0,3,0,2,0,0,83787,1,1,0,11,2,4,4,1,36,1,41,1857.68,2,1,2,0,2,70000,1,41,83787001,0,2,52,3
California,2023,100000,0,2,0,3,0,2,0,0,83787,1,1,0,11,2,4,1,7,19,7,32,2270.04,2,1,2,0,2,0,1,43,83787001,0,2,0,3
California,2023,100000,0,2,0,3,0,2,0,0,83787,1,1,0,11,2,4,4,1,37,1,43,1857.68,2,1,2,0,2,30000,1,42,83787001,0,2,52,3
California,2023,100000,0,2,0,3,0,2,0,0,83787,1,1,0,11,2,4,4,5,70,4,43,1975.21,2,2,2,0,2,0,1,45,83787001,0,2,0,3
California,2023,0,0,2,0,1,0,2,0,0,83792,1,1,0,1,2,2,1,5,36,1,41,3072.29,2,1,1,0,2,0,1,41,83792001,0,2,0,2
California,2023,32000,2400,1,0,1,0,2,1,0,83793,1,1,2400,6,1,1,1,0,2,7,0,1395.45,0,1,1,0,0,0,1,42,83793001,0,0,0,4
California,2023,0,6000,1,0,1,8988,1,1,0,83795,1,1,6000,3,2,2,1,0,3,7,0,4232.31,0,3,1,0,0,0,1,43,83795001,0,0,0,2
California,2023,0,6000,1,0,1,8988,1,1,0,83795,1,1,6000,3,2,2,1,0,4,7,0,4232.31,0,3,1,0,0,0,1,42,83795001,0,0,0,2
California,2023,840,0,2,0,3,0,2,0,0,83796,1,1,0,12,2,1,1,1,67,1,43,4152.45,2,2,2,0,2,840,1,42,83796001,0,2,48,1
California,2023,478000,0,2,0,3,0,2,0,0,83798,1,1,0,14,1,1,1,7,17,7,37,2722.13,2,1,2,0,2,3000,1,43,83798001,0,2,8,4
California,2023,478000,0,2,0,3,0,2,0,0,83798,1,1,0,14,2,1,1,1,45,1,39,1902.49,2,2,2,0,2,175000,1,41,83798001,0,2,52,1
California,2023,90000,0,2,0,3,0,2,0,0,83801,1,1,0,13,2,1,1,7,22,1,40,5938.65,2,1,2,0,2,0,1,42,83801001,0,2,0,1
California,2023,240000,0,2,0,3,0,2,0,0,83802,1,1,0,14,2,8,1,0,8,7,0,3533.89,0,1,2,0,0,0,1,44,83802001,0,0,0,5
California,2023,240000,0,2,0,3,0,2,0,0,83802,1,1,0,14,2,8,1,1,49,1,45,2231.93,2,1,2,0,2,150000,1,42,83802001,0,2,52,5
California,2023,240000,0,2,0,3,0,2,0,0,83802,1,1,0,14,2,8,1,0,13,7,0,5225.9,0,1,2,0,0,0,1,43,83802001,0,0,0,5
California,2023,239282,0,2,0,3,0,2,0,0,83804,1,1,0,14,2,1,5,1,49,1,46,3019.18,2,1,2,0,2,133282,1,41,83804001,0,2,52,1
California,2023,239282,0,2,0,3,0,2,0,0,83804,1,1,0,14,2,6,5,1,17,7,38,2354.89,2,1,2,0,2,14000,1,43,83804001,0,2,50,5
California,2023,239282,0,2,0,3,0,2,0,0,83804,1,1,0,14,2,6,5,1,16,7,36,2354.89,2,1,2,0,2,0,1,44,83804001,0,2,0,5
California,2023,239282,0,2,0,3,0,2,0,0,83804,1,1,0,14,2,6,5,0,13,7,0,3797.49,0,1,2,0,0,0,1,45,83804001,0,0,0,5
California,2023,135000,0,2,0,3,0,2,0,0,83805,1,1,0,14,1,1,1,1,22,7,43,2583.46,2,2,2,0,2,15000,1,43,83805001,0,2,25,4
California,2023,135000,0,2,0,3,0,2,0,0,83805,1,1,0,14,2,1,1,1,60,1,42,2397.46,2,2,2,0,2,45000,1,41,83805001,0,2,52,1
California,2023,285000,0,2,0,3,0,2,0,0,83806,1,1,0,14,2,1,1,1,62,1,40,4013.82,2,2,2,0,2,150000,1,41,83806001,0,2,52,1
California,2023,285000,0,2,0,3,0,2,0,0,83806,1,1,0,14,2,1,4,1,64,1,40,4013.82,2,2,2,0,2,135000,1,42,83806001,0,2,52,1
California,2023,0,0,2,0,3,0,2,0,0,83807,1,1,0,14,2,1,1,5,80,1,40,3714.72,2,1,2,0,2,0,1,41,83807001,0,2,0,1
California,2023,192000,0,2,0,3,0,2,0,0,83809,1,1,0,14,2,8,1,0,4,7,0,2434.07,0,1,2,0,0,0,1,43,83809001,0,0,0,5
California,2023,192000,0,2,0,3,0,2,0,0,83809,1,1,0,14,2,1,1,1,57,1,43,2330.02,2,2,2,0,2,192000,1,41,83809001,0,2,52,1
California,2023,0,0,2,0,3,0,2,0,0,83810,1,1,0,10,2,1,1,5,71,1,42,3838.92,2,4,2,0,2,0,1,41,83810001,0,2,0,1
California,2023,120000,0,2,2,3,0,2,2,0,83811,1,1,0,14,1,1,1,1,29,1,43,2369.9,2,2,2,0,2,60000,1,41,83811001,0,2,52,4
California,2023,61000,0,2,2,3,0,2,2,0,83812,1,1,0,10,2,1,1,1,40,5,44,4989.56,2,3,2,0,2,50000,1,41,83812001,0,2,52,1
California,2023,80000,0,2,2,2,0,2,2,0,83813,1,1,0,14,2,1,5,6,18,7,34,2906.05,1,3,2,0,2,0,1,43,83813001,0,2,0,1
California,2023,80000,0,2,2,2,0,2,2,0,83813,1,1,0,14,2,1,5,5,55,1,45,2770.98,2,2,2,0,2,0,1,41,83813001,0,2,0,1
California,2023,0,0,2,0,3,0,2,0,0,83815,1,1,0,4,2,2,3,7,22,7,43,3521.99,2,3,2,0,2,0,1,42,83815001,0,2,0,2
California,2023,195000,0,2,0,3,0,2,0,0,83816,1,1,0,14,2,1,1,7,17,7,37,2960.61,2,2,2,0,2,0,1,43,83816001,0,2,0,1
California,2023,195000,0,2,0,3,0,2,0,0,83816,1,1,0,14,2,1,1,1,44,1,44,2522.86,2,3,2,0,2,80000,1,42,83816001,0,2,52,1
California,2023,195000,0,2,0,3,0,2,0,0,83816,1,1,0,14,2,1,1,1,48,1,44,2522.86,2,3,2,0,2,115000,1,41,83816001,0,2,52,1
California,2023,57996,0,2,0,3,0,2,0,0,83817,1,1,0,14,1,1,1,1,19,7,40,2118.03,2,3,2,0,2,12996,1,43,83817001,0,2,52,4
California,2023,57996,0,2,0,3,0,2,0,0,83817,1,1,0,14,1,1,1,1,61,1,43,2050.31,2,4,2,0,2,45000,1,42,83817001,0,2,52,4
California,2023,101000,7200,1,0,3,0,2,0,0,83819,1,1,7200,6,2,1,1,0,7,7,0,2861.34,0,1,2,0,0,0,1,44,83819001,0,0,0,1
California,2023,101000,7200,1,0,3,0,2,0,0,83819,1,1,7200,6,2,1,1,0,10,7,0,2569.68,0,1,2,0,0,0,1,43,83819001,0,0,0,1
California,2023,101000,7200,1,0,3,0,2,0,0,83819,1,1,7200,6,2,1,1,7,39,1,43,2725.54,2,2,2,0,2,0,1,41,83819001,0,2,0,1
California,2023,101000,7200,1,0,3,0,2,0,0,83819,1,1,7200,6,2,1,1,0,2,7,0,2415.92,0,1,2,0,0,0,1,45,83819001,0,0,0,1
California,2023,149678,0,2,0,3,0,2,0,0,83825,1,1,0,14,1,1,4,1,64,1,36,2215.4,2,2,2,0,2,98678,1,42,83825001,0,2,52,4
California,2023,55000,0,2,0,1,0,2,0,0,83826,1,1,0,9,1,1,5,1,54,1,39,2834.15,2,2,1,0,2,55000,1,42,83826001,0,2,52,4
California,2023,170000,0,2,0,3,0,2,0,0,83828,1,1,0,14,2,4,5,1,48,1,46,2710.65,2,1,2,0,2,120000,1,41,83828001,0,2,52,3
California,2023,170000,0,2,0,3,0,2,0,0,83828,1,1,0,14,2,4,1,0,13,7,0,2731.48,0,1,2,0,0,0,1,44,83828001,0,0,0,3
California,2023,170000,0,2,0,3,0,2,0,0,83828,1,1,0,14,2,4,1,7,15,7,34,2818.15,2,1,2,0,2,0,1,43,83828001,0,2,0,3
California,2023,155000,0,2,0,3,0,2,0,0,83830,1,1,0,14,2,4,5,1,48,1,44,1991.32,2,2,2,0,2,25000,1,41,83830001,0,2,52,3
California,2023,155000,0,2,0,3,0,2,0,0,83830,1,1,0,14,2,4,1,0,1,7,0,4352.43,0,2,2,0,0,0,1,44,83830001,0,0,0,3
California,2023,155000,0,2,0,3,0,2,0,0,83830,1,1,0,14,2,4,1,0,2,7,0,2445.52,0,2,2,0,0,0,1,43,83830001,0,0,0,3
California,2023,137368,0,2,0,3,0,2,0,0,83831,1,1,0,14,2,1,1,0,0,7,0,3562.55,0,1,2,0,0,0,1,43,83831001,0,0,0,1
California,2023,137368,0,2,0,3,0,2,0,0,83831,1,1,0,14,2,1,1,7,30,1,43,2882.21,2,1,2,0,2,7368,1,42,83831001,0,2,16,1
California,2023,0,0,2,0,3,0,2,1,0,83834,1,1,0,6,2,4,4,7,51,7,39,3023.88,2,5,2,0,2,0,1,41,83834001,0,2,0,3
California,2023,0,0,2,0,3,0,2,1,0,83834,1,1,0,6,2,4,1,0,14,7,0,3154.66,0,3,2,0,0,0,1,43,83834001,0,0,0,3
California,2023,126000,0,2,0,3,0,2,0,0,83835,1,1,0,14,2,8,4,1,54,1,43,4221.75,2,3,2,0,2,70000,1,41,83835001,0,2,52,5
California,2023,65000,0,2,2,3,0,2,2,0,83836,1,1,0,10,2,8,1,1,30,1,42,4086.74,2,3,2,0,2,37000,1,42,83836001,0,2,52,5
California,2023,121000,120,1,0,2,450,1,0,0,83842,1,1,120,10,1,1,1,4,37,5,39,2294.04,1,2,1,450,1,0,1,41,83842001,0,2,0,4
California,2023,121000,120,1,0,2,450,1,0,0,83842,1,1,120,10,1,1,1,7,15,7,36,2136.94,2,2,1,0,2,0,1,42,83842001,0,2,0,4
California,2023,121000,120,1,0,2,450,1,0,0,83842,1,1,120,10,1,1,1,0,12,7,0,2000.01,0,2,1,0,0,0,1,43,83842001,0,0,0,4
California,2023,121000,120,1,0,2,450,1,0,0,83842,1,2,0,10,1,1,5,1,63,1,40,2000.15,2,2,2,0,2,65000,1,45,83842001,0,2,52,4
California,2023,79000,0,2,0,3,0,2,0,0,83850,1,1,0,11,2,1,4,6,78,5,40,3329.86,1,5,2,0,2,0,1,43,83850001,0,2,0,1
California,2023,79000,0,2,0,3,0,2,0,0,83850,1,1,0,11,2,1,1,1,54,5,43,4321.88,2,5,2,0,2,39000,1,41,83850001,0,2,52,1
California,2023,35000,0,2,2,3,0,2,2,0,83851,1,1,0,4,2,1,1,1,51,5,43,2286.8,2,2,2,0,2,35000,1,41,83851001,0,2,45,1
California,2023,35000,0,2,2,3,0,2,2,0,83851,1,1,0,4,2,1,1,7,18,7,40,2758.82,2,2,2,0,2,0,1,42,83851001,0,2,0,1
California,2023,35000,0,2,2,3,0,2,2,0,83851,1,1,0,4,2,1,1,0,14,7,0,2973.15,0,2,2,0,0,0,1,44,83851001,0,0,0,1
California,2023,217000,0,2,2,3,0,2,2,0,83853,1,1,0,14,1,1,5,1,46,1,39,1771.04,2,2,2,0,2,80000,1,41,83853001,0,2,52,4
California,2023,158636,0,2,2,3,0,2,2,0,83854,1,1,0,14,2,1,1,7,16,7,39,2928.36,2,2,2,0,2,0,1,43,83854001,0,2,0,1
California,2023,158636,0,2,2,3,0,2,2,0,83854,1,1,0,14,2,1,1,1,46,1,40,2592.22,2,2,2,0,2,100000,1,42,83854001,0,2,45,1
California,2023,40000,0,2,2,3,0,2,2,0,83856,1,1,0,8,1,1,5,1,53,1,36,1996.94,2,2,2,0,2,15000,1,42,83856001,0,2,52,4
California,2023,77000,0,2,0,3,0,2,1,0,83857,1,1,0,11,1,1,1,1,19,2,39,6184.17,2,2,2,0,2,45000,1,42,83857001,0,2,52,4
California,2023,125000,0,2,0,3,0,2,0,0,83860,1,1,0,14,2,4,1,1,21,7,39,3021.96,2,2,2,0,2,40000,1,43,83860001,0,2,52,3
California,2023,125000,0,2,0,3,0,2,0,0,83860,1,1,0,14,2,4,4,1,47,1,32,2763.19,1,3,2,0,2,40000,1,42,83860001,0,2,52,3
California,2023,125000,0,2,0,3,0,2,0,0,83860,1,1,0,14,2,4,4,5,70,1,38,2763.19,2,5,2,0,2,0,1,41,83860001,0,2,20,3
California,2023,158200,0,2,2,3,0,2,2,0,83861,1,1,0,14,2,1,1,1,46,1,44,2218.1,2,1,2,0,2,97800,1,41,83861001,0,2,52,1
California,2023,158200,0,2,2,3,0,2,2,0,83861,1,1,0,14,2,1,1,0,7,7,0,2148.3,0,1,2,0,0,0,1,43,83861001,0,0,0,1
California,2023,7000,0,2,0,3,0,2,0,0,83864,1,1,0,12,2,1,1,5,76,1,43,1931.96,1,3,2,0,2,0,1,41,83864001,0,2,0,1
California,2023,69814,0,2,2,2,0,2,2,0,83866,1,1,0,8,2,4,5,1,37,1,39,2200.29,2,2,2,0,2,21814,1,42,83866001,0,2,52,3
California,2023,69814,0,2,2,2,0,2,2,0,83866,1,1,0,8,2,4,5,1,39,1,39,2200.29,2,2,2,0,2,48000,1,41,83866001,0,2,52,3
California,2023,69814,0,2,2,2,0,2,2,0,83866,1,1,0,8,2,4,1,0,10,7,0,3028.53,0,2,1,0,0,0,1,43,83866001,0,0,0,3
California,2023,68000,300,1,0,2,0,2,1,0,83870,1,1,300,10,2,1,4,1,51,5,43,2286.8,2,1,2,0,2,68000,1,41,83870001,0,2,52,1
